,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,cleaned_text,predicted_sentiment,sentiment_score,predicted_rating,true_sentiment
4276,S. Power,5,"Other than a few for cell phones over the years, this is the first time I've used MicroSD cards in an actual camera.  I'm very impressed.  It seems to be just as fast, durable, and dependable as the full sized cards that I've been using for years.  Amazing.",15-06-2013,541,0,0,0,0,0.0,0.0,"cell phones years , first time ive used microsd cards actual camera . im impressed . seems fast , durable , dependable full sized cards ive using years . amazing .",POSITIVE,0.8422496914863586,5,POSITIVE
469,"ART D ""ART D""",5,"This works very well.  It is a class 10 memory card which ALL video cameras like.  Memory that is less than a class 6 plays back on some camcorders with a jerky playback.  Not with this memory chip.  Worth the money and at 64GB of storage lots of video time, photos and music storage.  The added value of the adapter is a plus.  This is a FIVE STAR product.  Art D  Long Island  N.Y.",12-07-2012,879,0,0,0,0,0.0,0.0,"works well . class 10 memory card video cameras like . memory less class 6 plays back camcorders jerky playback . memory chip . worth money 64gb storage lots video time , photos music storage . added value adapter plus . five star product . art long island n.y .",POSITIVE,0.9003167152404785,5,POSITIVE
2846,Link,5,"I love this card. It provides a massive storage boost for my tablet, and has really fast access speeds. I have never run into loading problems, even with very large video files, and am happy with its performance.",25-04-2014,227,0,0,0,0,0.0,0.0,"love card . provides massive storage boost tablet , really fast access speeds . never run loading problems , even large video files , happy performance .",POSITIVE,0.8325722217559814,5,POSITIVE
431,Anthony Coradino,5,Loving it! Plenty of room to store my media and go back and forth between my pc and tablet.  Also great for storing all my school related texts and documents.,26-12-2012,712,0,0,0,0,0.0,0.0,loving ! plenty room store media go back forth pc tablet . also great storing school related texts documents .,POSITIVE,0.8064199686050415,5,POSITIVE
763,Bruce Sobocinski,5,Works awesome in my galaxy s3. Fast as could be and so much storage for music and pictures. Copys music in record time! Love the price and the product.,02-07-2013,524,1,0,1,1,1.0,0.206549314,works awesome galaxy s3 . fast could much storage music pictures . copys music record time ! love price product .,POSITIVE,0.8394359946250916,5,POSITIVE
3329,M. Robinson,5,Amazing how 64GB now fits on a micro card.  I added this to the ASUS Vivo Tablet to extend the memory and am very glad that I purchased it.  Working great and have always trusted ScanDisk!Great item......Great purchase!,19-01-2013,688,0,0,0,0,0.0,0.0,amazing 64gb fits micro card . added asus vivo tablet extend memory glad purchased . working great always trusted scandisk ! great item ...... great purchase !,POSITIVE,0.9362981915473938,5,POSITIVE
854,Carolyn,4,"So far its been fine, no problems other than when installed phone only read 59.45GB instead of the 64 GB, thats the reason I'm only giving it 4 stars.  If anyone can give me a answer why it only read 59 instead of the 64 please let me know!",23-02-2014,288,0,0,0,0,0.0,0.0,"far fine , problems installed phone read 59.45gb instead 64 gb , thats reason im giving 4 stars . anyone give answer read 59 instead 64 please let know !",POSITIVE,0.9284986257553101,4,POSITIVE
2226,JEFE,5,Put this in the Samsung S5.  Works great.  stores lots of pictures and is easy to load and unload. you can also download the pictures to your computer easily.,16-06-2014,175,1,0,1,1,1.0,0.206549314,put samsung s5 . works great . stores lots pictures easy load unload . also download pictures computer easily .,POSITIVE,0.8506069779396057,5,POSITIVE
4912,Z S Liske,5,Great card that is very fast and reliable. It comes with an optional adapter for SD slots. Being that this is a Class 10 card it transfers data really fast and for video this is a must! Great for GoPros and other small cameras alike.,31-03-2014,252,0,0,0,0,0.0,0.0,great card fast reliable . comes optional adapter sd slots . class 10 card transfers data really fast video must ! great gopros small cameras alike .,POSITIVE,0.8295941352844238,5,POSITIVE
3837,Rich,5,"I bought this memory card for my galaxy note 2 phone. I saved a lot of money by purchasing the 16gb phone and just buying this memory card. I haven't came close to filling it up yet, but when i do, i'll just upgrade to the 64gb version of this card. great product! fast shipping! great price!",31-05-2013,556,1,0,1,1,1.0,0.206549314,"bought memory card galaxy note 2 phone . saved lot money purchasing 16gb phone buying memory card . havent came close filling yet , , ill upgrade 64gb version card . great product ! fast shipping ! great price !",POSITIVE,0.8488743901252747,5,POSITIVE
4402,Tactical Keychains,5,Works perfect in my Galaxy Tab 4,07-06-2014,184,0,0,0,0,0.0,0.0,works perfect galaxy tab 4,POSITIVE,0.8081156611442566,5,POSITIVE
1805,Gina M.,5,Got this for my Samsung NOTE 2 - best investment ever!!  Plenty of room now!  Not a lot of lag time and does have almost the full 64 gbs available.,02-04-2014,250,0,0,0,0,0.0,0.0,got samsung note 2 best investment ever ! ! plenty room ! lot lag time almost full 64 gbs available .,POSITIVE,0.9438854455947876,5,POSITIVE
3078,MBLANCHETTE,5,"I bought this for my Samsung Tab 3, my pc, camera and cell phone. It is a great little drive to store music or files on. The price was excellent as well. Fast shipping, packed well. great deal all the way around.",01-05-2014,221,0,0,0,0,0.0,0.0,"bought samsung tab 3 , pc , camera cell phone . great little drive store music files . price excellent well . fast shipping , packed well . great deal way around .",POSITIVE,0.8622249364852905,5,POSITIVE
3987,rug,5,Love the quality of the Sandisk Ultra Class 10 card. It will be very valuable for storage on my Samsung Galaxy Tab 10.1. Sam,04-04-2014,248,0,0,0,0,0.0,0.0,love quality sandisk ultra class 10 card . valuable storage samsung galaxy tab 10.1. sam,POSITIVE,0.8542155027389526,5,POSITIVE
3227,milie Sarrazin,5,Works superbly with my Microsoft Surface RT. One of the best micro sdhc card you can get on the market for the price,15-02-2014,296,0,0,0,0,0.0,0.0,works superbly microsoft surface rt . one best micro sdhc card get market price,POSITIVE,0.8406406044960022,5,POSITIVE
3113,Merissa,5,"I personally got mine to expand my Surface storage and it works brilliantly, it holds all of my media: movies, tv, books, and pictures; with plenty of room to spare.",16-04-2013,601,0,0,0,0,0.0,0.0,"personally got mine expand surface storage works brilliantly , holds media movies , tv , books , pictures plenty room spare .",POSITIVE,0.8818606734275818,5,POSITIVE
4874,Yevgeniy P.,5,So I got this during the amazon litening deal during black friday for 17$! It is the best and fastest card money can buy. It came in very easy to open packaging. I put it into my Galaxy S3 and was good to go. Highly recommend.,14-12-2012,724,1,0,1,1,1.0,0.206549314,got amazon litening deal black friday 17 ! best fastest card money buy . came easy open packaging . put galaxy s3 good go . highly recommend .,POSITIVE,0.9796381592750549,5,POSITIVE
570,Ben,5,"Using this for expanded storage on my Nexus 7 (via Mini SD USB Reader for Android) and it's working great. Instantly adds more storage for music, movies, tv, etc...",22-11-2013,381,0,0,0,0,0.0,0.0,"using expanded storage nexus 7 via mini sd usb reader android working great . instantly adds storage music , movies , tv , etc ...",POSITIVE,0.8035398125648499,5,POSITIVE
3838,RichiPhoto,5,"I had purchased this card for my wife's phone.  She is in love with it as this helped her store all her eBooks, songs, few of her all time &#34;To Go To&#34; movies and her office docs etc. on that new card.  The card came, I formated it and installed it.  Rebooted the phone and it works... Phone was able to see new extpned storage and worked right away.  Its an awesome card - fast read and write.  Highly recommanded for anyone looking to expend their degital storage.Chers!",01-06-2014,190,0,0,0,0,0.0,0.0,"purchased card wifes phone . love helped store ebooks , songs , time 34to go to34 movies office docs etc . new card . card came , formated installed . rebooted phone works ... phone able see new extpned storage worked right away . awesome card fast read write . highly recommanded anyone looking expend degital storage.chers !",POSITIVE,0.9117401242256165,5,POSITIVE
1514,Edward,5,"Arrived fast, unpacked easily, installed quickly, operates without problems.  I am happy with the purchase. It's currently installed on my Samasun ATIV Smart PC",09-03-2013,639,0,0,0,0,0.0,0.0,"arrived fast , unpacked easily , installed quickly , operates without problems . happy purchase . currently installed samasun ativ smart pc",POSITIVE,0.8053882718086243,5,POSITIVE
2527,J S,5,Great price and holds tons of stuff. The class 10 is way faster then any other card I have purchased,22-07-2013,504,0,0,0,0,0.0,0.0,great price holds tons stuff . class 10 way faster card purchased,POSITIVE,0.8684707283973694,5,POSITIVE
3686,pwr1220,5,"Great MicroSD card at a great price, with speed. I can fit about 2-3 days worth of moderate shooting (60 fps at 1080p) on a ski trip with my GroPro on one of these cards.",01-02-2014,310,0,0,0,0,0.0,0.0,"great microsd card great price , speed . fit 23 days worth moderate shooting 60 fps 1080p ski trip gropro one cards .",POSITIVE,0.8446494936943054,5,POSITIVE
1283,Deb M,5,We ordered two of these for our Samsung Galaxy S3 phones. They work perfectly!  Exactly what we wanted and needed:),28-02-2013,648,0,0,0,0,0.0,0.0,ordered two samsung galaxy s3 phones . work perfectly ! exactly wanted needed,POSITIVE,0.9341750741004944,5,POSITIVE
1036,Courtney,5,"Works great, another awesome Amazon purchase! I use it in my Samsung Galaxy S 3.",13-07-2014,148,0,0,0,0,0.0,0.0,"works great , another awesome amazon purchase ! use samsung galaxy 3 .",POSITIVE,0.9440389275550842,5,POSITIVE
3859,RLC,5,These cards have worked flawlessly in cameras mounted on an offroad race car.  They capture HD video without stutter. I highly recommend them for this purpose.,24-04-2013,593,1,0,1,1,1.0,0.206549314,cards worked flawlessly cameras mounted offroad race car . capture hd video without stutter . highly recommend purpose .,POSITIVE,0.8502020835876465,5,POSITIVE
1606,esdsix,5,"32gb, this is just what the doctor ordered. Take 32gb and call me in the morning..The ultra runs fast and has lots of capacity for your electronic needs. Seller is great getting package out quick. Price was right! Highly recommened..",24-01-2014,318,0,0,0,0,0.0,0.0,"32gb , doctor ordered . take 32gb call morning .. ultra runs fast lots capacity electronic needs . seller great getting package quick . price right ! highly recommened ..",POSITIVE,0.8668539524078369,5,POSITIVE
2349,J. Navarro,5,"Haven't experienced any problems, arrived really fast. It's a great price for the GB size and was compatible with my android os tablet. Well worth the price! I plus sandisk is a reputable brand I trust. Highly recommended!",01-03-2014,282,0,0,0,0,0.0,0.0,"havent experienced problems , arrived really fast . great price gb size compatible android os tablet . well worth price ! plus sandisk reputable brand trust . highly recommended !",POSITIVE,0.898269772529602,5,POSITIVE
3889,Robert,5,"I bought this for my new Galaxy Tab and it works flawlessly, nothing to complain about. I always use sandisk products and they have never fail to me. I have one of these (16 GB) on almost every device at home, digital cameras, phones and now in a tablet.",14-01-2014,328,0,0,0,0,0.0,0.0,"bought new galaxy tab works flawlessly , nothing complain . always use sandisk products never fail . one 16 gb almost every device home , digital cameras , phones tablet .",POSITIVE,0.8359712362289429,5,POSITIVE
3931,Roger G. Chapman,5,This is my first Ultra Micro SD Card.  I like the color which makes them easy to see because I swap them out all the time in my ASUS tablet.  The black ones can be hard to see on the busy desk.  The speed is great but that is not why I bought it.  I was very impressed with the price on Black Friday 2013.,24-12-2013,349,0,0,0,0,0.0,0.0,first ultra micro sd card . like color makes easy see swap time asus tablet . black ones hard see busy desk . speed great bought . impressed price black friday 2013 .,POSITIVE,0.8368297219276428,5,POSITIVE
3579,"Pedro Saratscheff ""Pedro""",5,"Awesome SD card, awesome price, awesome speed, awesome quality, I really like this micro-sd card and hope it never fails.",20-06-2013,536,0,0,0,0,0.0,0.0,"awesome sd card , awesome price , awesome speed , awesome quality , really like microsd card hope never fails .",POSITIVE,0.9399751424789429,5,POSITIVE
2927,MacInTX,5,Great card with fast write times. Excellent for use in DSLR or Gopro camera. I have used it to save both photos and movies.,30-11-2013,373,0,0,0,0,0.0,0.0,great card fast write times . excellent use dslr gopro camera . used save photos movies .,POSITIVE,0.8093327283859253,5,POSITIVE
4497,The Fountain Pen Diva,5,Works great. My phone is happy. I'm happy because I can put more music and pictures on it.  The price was perfect.,12-05-2013,575,0,0,0,0,0.0,0.0,works great . phone happy . im happy put music pictures . price perfect .,POSITIVE,0.816429853439331,5,POSITIVE
3649,"PK ""PK""",5,"It's a great product and I am using in my samsung galaxy S4 mobile. GS4 uses for camera store, and the pictures taken are fast.",18-05-2013,569,0,0,0,0,0.0,0.0,"great product using samsung galaxy s4 mobile . gs4 uses camera store , pictures taken fast .",POSITIVE,0.8522744178771973,5,POSITIVE
880,cecil john,5,"marvelous, I just fixed it into my camera and it automatically recognized it. great storage for my camera to use",15-11-2013,388,0,0,0,0,0.0,0.0,"marvelous , fixed camera automatically recognized . great storage camera use",POSITIVE,0.8847417235374451,5,POSITIVE
1221,David,5,"Worked perfect, understandable that only 59gb is usable as this is the case with all memory items I have ever dealth with.",12-12-2013,361,1,0,1,1,1.0,0.206549314,"worked perfect , understandable 59gb usable case memory items ever dealth .",POSITIVE,0.9092904329299927,5,POSITIVE
2713,Klauss,5,"Works GREAT ! ! ! ! 100% compatible!!! Very fast on my Asus table, highly recommended for any kind of files, specially for movies because of its speed.",06-04-2013,611,0,0,0,0,0.0,0.0,"works great ! ! ! ! 100 compatible ! ! ! fast asus table , highly recommended kind files , specially movies speed .",POSITIVE,0.9426792860031128,5,POSITIVE
70,A discerning buyer,5,"How do I praise extra memory? It fills my MP3 player with every song my heart desires, the sound quality is perfect. The ease of use is superb. It's great.",20-08-2013,475,0,1,1,-1,0.0,0.0,"praise extra memory ? fills mp3 player every song heart desires , sound quality perfect . ease use superb . great .",POSITIVE,0.8897437453269958,5,POSITIVE
4150,shadez82,5,This card is awesome. I take a picture on my camera and phone and it is almost instantly ready to take another picture. The transfer between my laptop and phone is very quick as well it almost match my USB 3.0 speed. Also i really like the color of the card. it makes the micro sd card look very unique. Although if you have verizon you may get confused between the LTE card and micro sd card.,08-08-2013,487,0,0,0,0,0.0,0.0,card awesome . take picture camera phone almost instantly ready take another picture . transfer laptop phone quick well almost match usb 3.0 speed . also really like color card . makes micro sd card look unique . although verizon may get confused lte card micro sd card .,POSITIVE,0.820716142654419,5,POSITIVE
215,Amazon Customer,5,I bought it because it was a great price for the capacity and rated speed. I use it for storage in my Nook HD+,27-11-2013,376,0,0,0,0,0.0,0.0,bought great price capacity rated speed . use storage nook hd,POSITIVE,0.8252944350242615,5,POSITIVE
1482,"DWinston ""DWinston33""",5,This is a great buy. High quality and tons of space for any meaty music collection or couple it with videos and pics aas well. Can store roughly 60 movies on this little microSD card. Tons of music. Highly recommend this.,10-04-2013,607,0,0,0,0,0.0,0.0,great buy . high quality tons space meaty music collection couple videos pics aas well . store roughly 60 movies little microsd card . tons music . highly recommend .,POSITIVE,0.8979222774505615,5,POSITIVE
3620,Phillip G.,5,"Best memory I have found for consistency and high speed. Ideal for any modern application, especially high definition video recording.",20-01-2014,322,0,1,1,-1,0.0,0.0,"best memory found consistency high speed . ideal modern application , especially high definition video recording .",POSITIVE,0.9382580518722534,5,POSITIVE
478,asaverio,5,I used this SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s to expand my Surface RT and it is really excellent.,29-01-2014,313,0,0,0,0,0.0,0.0,used sandisk ultra 64 gb microsdxc class 10 uhs1 memory card 30mbs expand surface rt really excellent .,POSITIVE,0.8469723463058472,5,POSITIVE
2443,"John T. Zipple ""CMU Prof""",5,Fast transfer rates and great storage at a great price! I love these little micro SD cards and use them in several different devices.,02-03-2014,281,0,0,0,0,0.0,0.0,fast transfer rates great storage great price ! love little micro sd cards use several different devices .,POSITIVE,0.8732596039772034,5,POSITIVE
2823,Leon,5,29.71 G  appeared upon installing. I'd say it worked as excepted and wished. 5 stars quality. worth the money there.,24-07-2013,502,0,0,0,0,0.0,0.0,29.71 g appeared upon installing . id say worked excepted wished . 5 stars quality . worth money .,POSITIVE,0.8695663809776306,5,POSITIVE
3617,"Phillip A. Oliveto ""Don't knock it until you'...",5,"Best, most reliable microSD card you can get. I use it for all my devices; phones, tablets, cameras, camcorders, GoPro cameras...",19-12-2013,354,0,0,0,0,0.0,0.0,"best , reliable microsd card get . use devices phones , tablets , cameras , camcorders , gopro cameras ...",POSITIVE,0.8552958369255066,5,POSITIVE
3237,MinusTheC,5,"Great price, shipped fast, and well packaged. I have an incredible amount of space in my Raspberry Pi now! Class 10 is the way to go...",12-04-2013,605,0,0,0,0,0.0,0.0,"great price , shipped fast , well packaged . incredible amount space raspberry pi ! class 10 way go ...",POSITIVE,0.9144061207771301,5,POSITIVE
4409,Tamara Ching,5,great memory card.  i have trusted sandisk since it came out with memory products.  they work harder to keep innovating.,30-07-2013,496,0,0,0,0,0.0,0.0,great memory card . trusted sandisk since came memory products . work harder keep innovating .,POSITIVE,0.8077210783958435,5,POSITIVE
448,Apple User,5,Got for my phone and is awesome.  The card did short out but once contacting SanDisk they had one out to me in a week.  Super awesome customer service.  Will buy more SanDisk items when needed.,18-06-2013,538,0,0,0,0,0.0,0.0,got phone awesome . card short contacting sandisk one week . super awesome customer service . buy sandisk items needed .,POSITIVE,0.840627908706665,5,POSITIVE
3661,plo,5,64 gb of fast microSD storage at a great price.  What's not to love?  Works perfectly with my 64gb Dell Venue Pro 8.,29-01-2014,313,0,0,0,0,0.0,0.0,64 gb fast microsd storage great price . whats love ? works perfectly 64gb dell venue pro 8 .,POSITIVE,0.9041404724121094,5,POSITIVE
246,Amazon Customer,5,"I use this in my Samsung Galaxy Note II. For the money, it's a fantastic value. I haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months I've owned it. I have about 32GB of music stored on it, and every app that can use SD card storage is set to do so, including all my system backups. The ultimate &#34;install and forget&#34; add-on for your phone!",30-05-2013,557,0,0,0,0,0.0,0.0,"use samsung galaxy note ii . money , fantastic value . havent noticed transfer speed issues , rocksolid reliable 3 months ive owned . 32gb music stored , every app use sd card storage set , including system backups . ultimate 34install forget34 addon phone !",POSITIVE,0.8776272535324097,5,POSITIVE
3578,Pedro de Pacas,5,Bought this for my Samsung Galaxy S3 and it works perfectly.  Price was better than anything I could find in the stores locally.,28-05-2013,559,0,0,0,0,0.0,0.0,bought samsung galaxy s3 works perfectly . price better anything could find stores locally .,POSITIVE,0.865668535232544,5,POSITIVE
3260,ML,4,It was exactly the memory card I ordered. I tested it using the adapter that came with it by plugging it into my computer. Worked great.I replaced the 8 GB card already in my new tablet (a month old) with the new 32GB card and everything ground to a halt. Waiting a long time made no difference.The maximum card size for my tablet is 32GB. I guess for now it's just an ornament. That's why it was the unexpected. That's why it only got 4 stars.Update: the memory card may not be at fault.,17-12-2012,721,0,0,0,0,0.0,0.0,exactly memory card ordered . tested using adapter came plugging computer . worked great.i replaced 8 gb card already new tablet month old new 32gb card everything ground halt . waiting long time made difference.the maximum card size tablet 32gb . guess ornament . thats unexpected . thats got 4 stars.update memory card may fault .,POSITIVE,0.9220161437988281,4,POSITIVE
2383,Joe Soileau,5,"WORKS PERFECT WITH MY SAMSUNG TABLET, VERY SATISFIED WITH THIS PRODUCT, GOOD QUALITY AND AWESOME, HIGHLY RECOMMENDED, FAST SHIPMENT, A PLUS",19-04-2014,233,0,0,0,0,0.0,0.0,"works perfect samsung tablet , satisfied product , good quality awesome , highly recommended , fast shipment , plus",POSITIVE,0.8908342719078064,5,POSITIVE
397,Andrew M. Hamling,5,"Great card at a great price! Doubled the storage on my new HTC One M8 and now I've got 64 GB total storage on my phone and I have no idea what to do with it all. :PSure beats the 16 GB my iPhone 4s had!Anyway, the card works great and it's speedy to boot!",23-04-2014,229,0,0,0,0,0.0,0.0,"great card great price ! doubled storage new htc one m8 ive got 64 gb total storage phone idea . psure beats 16 gb iphone 4s ! anyway , card works great speedy boot !",POSITIVE,0.8243044018745422,5,POSITIVE
3398,"NeedApple ""Apple fan""",5,"I use this product with the GoPro 3 Black Edition. It works fantastic, even at 2.7K resolution, and imports very fast, especially over USB 3 card readers. I almost always go with SanDisk these days for flash RAM; they invented much of it and it shows.",01-01-2013,706,0,0,0,0,0.0,0.0,"use product gopro 3 black edition . works fantastic , even 2.7k resolution , imports fast , especially usb 3 card readers . almost always go sandisk days flash ram invented much shows .",POSITIVE,0.865960419178009,5,POSITIVE
2002,Hostile,5,"Easy to load, super fast, great for pictures and HD video on my phone. Really happy with this purchase. Just don't have enough stuff to fill it!",15-08-2013,480,0,0,0,0,0.0,0.0,"easy load , super fast , great pictures hd video phone . really happy purchase . dont enough stuff fill !",POSITIVE,0.8466839790344238,5,POSITIVE
4675,Ty,5,I bought it for my galaxy tab 10.1 and formatted it to FAT32.  Works excellent and i have more than enough space for what ever i need on my tablet.  going to buy another one for my Handy cam!,18-07-2013,508,0,0,0,0,0.0,0.0,bought galaxy tab 10.1 formatted fat32 . works excellent enough space ever need tablet . going buy another one handy cam !,POSITIVE,0.8968549370765686,5,POSITIVE
2947,Mangaza,5,"Definitely a class 10 and works as intended, transferred large video files (tv shows and movies) at a rate of 11-13MB/s consistently, played the files I transferred over to my TF700 and the 720p/1080p bluray's played without any problems.",09-05-2012,943,1,0,1,1,1.0,0.206549314,"definitely class 10 works intended , transferred large video files tv shows movies rate 1113mbs consistently , played files transferred tf700 720p1080p blurays played without problems .",POSITIVE,0.8488051295280457,5,POSITIVE
3097,megan mullins,5,"I bought this for my surface rt tablet and it works great, and love how it came with the adapter.",13-03-2014,270,0,0,0,0,0.0,0.0,"bought surface rt tablet works great , love came adapter .",POSITIVE,0.8078053593635559,5,POSITIVE
1313,Derek Saul,5,This is a great memory card that I've put into my phone for music and picture storage.  It works exactly as advertised.,11-04-2013,606,0,0,0,0,0.0,0.0,great memory card ive put phone music picture storage . works exactly advertised .,POSITIVE,0.8359860181808472,5,POSITIVE
1076,C. Selvey,5,Great deal for a great product. Recommended for anyone needing to expand the memory of their portable devices. Comes with SD adapter for use in card readers.,12-05-2013,575,0,0,0,0,0.0,0.0,great deal great product . recommended anyone needing expand memory portable devices . comes sd adapter use card readers .,POSITIVE,0.9230127930641174,5,POSITIVE
2492,Joseph S. Germain,5,64 GB additional memory for a great low price.  SanDisk provides exceptional quality at an affordable price.  Easy to install.,30-12-2013,343,0,0,0,0,0.0,0.0,64 gb additional memory great low price . sandisk provides exceptional quality affordable price . easy install .,POSITIVE,0.8438329100608826,5,POSITIVE
3296,Mo Rizzle,5,"Works amazingly in my Nokia Lumia 2520. Highly suggest this item and distributor to everyone, fast service.",07-08-2014,123,0,0,0,0,0.0,0.0,"works amazingly nokia lumia 2520. highly suggest item distributor everyone , fast service .",POSITIVE,0.9057594537734985,5,POSITIVE
3591,"Peri ""Periklis R""",5,Works great with my smart phone. Didn't need to format the card or anything. Just popped the card in and everything worked great out of the box. Transfer speeds are excellent with this card. I would recommend this card to everyone.,17-06-2013,539,0,0,0,0,0.0,0.0,works great smart phone . didnt need format card anything . popped card everything worked great box . transfer speeds excellent card . would recommend card everyone .,POSITIVE,0.8269859552383423,5,POSITIVE
1498,eddiewardo13,5,"This card is awesome and even seems to make my phone run faster, I would say that it is a must have for all!!!",26-11-2012,742,0,0,0,0,0.0,0.0,"card awesome even seems make phone run faster , would say must ! ! !",POSITIVE,0.8233193159103394,5,POSITIVE
310,"Amazon Customer ""Hialloy""",5,This Micro SD card works great in my Hero 3 Black edition. I have never had any problems with any SanDisk product that I have owned.,30-07-2013,496,0,0,0,0,0.0,0.0,micro sd card works great hero 3 black edition . never problems sandisk product owned .,POSITIVE,0.8098896145820618,5,POSITIVE
879,cdpham,5,It works great and added more memory for my LG phone.  Sandisk brand is very trust worthy.I recommend it highly.,18-08-2013,477,0,0,0,0,0.0,0.0,works great added memory lg phone . sandisk brand trust worthy.i recommend highly .,POSITIVE,0.8776705861091614,5,POSITIVE
3597,pete,5,So far this item is great. Purchased one for myself and then one for my niece for her phone for XMAS. Another plus the shipping was great.,12-09-2013,452,0,0,0,0,0.0,0.0,far item great . purchased one one niece phone xmas . another plus shipping great .,POSITIVE,0.8051338791847229,5,POSITIVE
1486,EAC,5,"I bought this for my Samsung Note 3 so I could store my entire music library on my phone. All I had to do was pop the cover, and put it in the microSD slot, and it worked perfectly! My phone now has 96GB of storage. Take that iPhone!",05-10-2014,64,0,0,0,0,0.0,0.0,"bought samsung note 3 could store entire music library phone . pop cover , put microsd slot , worked perfectly ! phone 96gb storage . take iphone !",POSITIVE,0.8526386618614197,5,POSITIVE
2531,"Jsteed ""Jsteed59""",5,Larger than move and was a high class.I use this on my S4 and works wonderfully.I store all images on SD take quck second to load but much faster and better than the last SD card i had which was a class 6,25-03-2014,258,0,0,0,0,0.0,0.0,larger move high class.i use s4 works wonderfully.i store images sd take quck second load much faster better last sd card class 6,POSITIVE,0.8051818013191223,5,POSITIVE
1995,honestreviews,5,Great price and great quality. It fit perfectly in my device. I highly recommend this brand. The adapter was a nice bonus.,03-02-2014,308,0,0,0,0,0.0,0.0,great price great quality . fit perfectly device . highly recommend brand . adapter nice bonus .,POSITIVE,0.9300233721733093,5,POSITIVE
489,asperf21,5,Great product! came with an adapter to plug into a camera or a regular sized card reader. The ultra allows for faster uploads and downloads onto the card!  Great for pictures and apps!,06-06-2013,550,0,0,0,0,0.0,0.0,great product ! came adapter plug camera regular sized card reader . ultra allows faster uploads downloads onto card ! great pictures apps !,POSITIVE,0.9068860411643982,5,POSITIVE
4286,S. Rothrock,5,"These are excellent SD cards for phones, cameras or whatever else you have that takes a micro SD card. They work perfect with the adapter too!",26-12-2012,712,0,0,0,0,0.0,0.0,"excellent sd cards phones , cameras whatever else takes micro sd card . work perfect adapter !",POSITIVE,0.9456713795661926,5,POSITIVE
1944,hawaiiinsomniac,5,"This is perfect!  I picked this up on Amazon for $25, and I could not be happier!I've used this on various devices such as Surface RT, camcorder, laptop and it works without any problems!",11-09-2013,453,0,0,0,0,0.0,0.0,"perfect ! picked amazon 25 , could happier ! ive used various devices surface rt , camcorder , laptop works without problems !",POSITIVE,0.9328526258468628,5,POSITIVE
238,Amazon Customer,5,I purchased this to use with my Samsung tablet. It works perfectly and stores a lot of information. I would buy this product again. SanDisk knows how to make memory cards that last!,30-06-2014,161,0,0,0,0,0.0,0.0,purchased use samsung tablet . works perfectly stores lot information . would buy product . sandisk knows make memory cards last !,POSITIVE,0.822079598903656,5,POSITIVE
190,Amazon Customer,5,a fast memory card with room to spare at an amazing price. Suitable for Lots of Smart Phone Movies Fastest storage available today IMHO!,03-10-2013,431,0,0,0,0,0.0,0.0,fast memory card room spare amazing price . suitable lots smart phone movies fastest storage available today imho !,POSITIVE,0.8095429539680481,5,POSITIVE
4532,"Ticozolano ""Guille""",5,"What can I say that hasn't said already for this product, very fast delivery, excellent packaging, right price and it works perfect with my Samsung Galaxy SII.Looking forward to buy a 64GB for my new S4",28-10-2013,406,0,0,0,0,0.0,0.0,"say hasnt said already product , fast delivery , excellent packaging , right price works perfect samsung galaxy sii.looking forward buy 64gb new s4",POSITIVE,0.8663214445114136,5,POSITIVE
548,bcskelly,5,Installed into my galaxy s3 and it reads and writes very fast. Having that much storage is awesome. It had over 59 gb after formating.,13-12-2012,725,0,0,0,0,0.0,0.0,installed galaxy s3 reads writes fast . much storage awesome . 59 gb formating .,POSITIVE,0.8185532093048096,5,POSITIVE
2455,Jonathan Hall,5,Works perfectly with the transfer of data from my gopro to my laptop! I suggest anyone buy this one because it is good quality,04-01-2014,338,0,0,0,0,0.0,0.0,works perfectly transfer data gopro laptop ! suggest anyone buy one good quality,POSITIVE,0.8887141942977905,5,POSITIVE
4349,Steven S. Abadi,5,"great memory card, i bought this for my phone and it works like a gem! now im just waiting to get the new galaxy S5 and then i can pop this baby into that phone!",31-03-2014,252,0,0,0,0,0.0,0.0,"great memory card , bought phone works like gem ! im waiting get new galaxy s5 pop baby phone !",POSITIVE,0.828205943107605,5,POSITIVE
2662,kento53140,5,"Works perfectly.  Nothing else to say as it's just a memory card and it holds the pictures and videos I put on it.  I would not say anything, but again, you need 20 word minimum.",19-01-2014,323,0,0,0,0,0.0,0.0,"works perfectly . nothing else say memory card holds pictures videos put . would say anything , , need 20 word minimum .",POSITIVE,0.8125274181365967,5,POSITIVE
4304,"Stefan Lafloer ""La Fleur""",5,"Absolutely great addition to my Note2. Provides plenty of fast storage. If you consider it, just buy it. Enough said - HIGHLY RECOMMENDED !!",04-04-2013,613,0,0,0,0,0.0,0.0,"absolutely great addition note2 . provides plenty fast storage . consider , buy . enough said highly recommended ! !",POSITIVE,0.9327878952026367,5,POSITIVE
